cust_acct_mapping_id,acct_id,cust_id,cust_acct_role,src_sys,data_dump_dt
8691,8690,8690,Primary,1,2017-01-02T00:00:00Z
8692,8691,8691,Primary,1,2017-01-02T00:00:00Z
8693,8692,8692,Primary,1,2017-01-02T00:00:00Z
8694,8693,8693,Primary,1,2017-01-02T00:00:00Z
8695,8694,8694,Primary,1,2017-01-02T00:00:00Z
8696,8695,8695,Primary,1,2017-01-02T00:00:00Z
8697,8696,8696,Primary,1,2017-01-02T00:00:00Z
8698,8697,8697,Primary,1,2017-01-02T00:00:00Z
8699,8698,8698,Primary,1,2017-01-02T00:00:00Z
8700,8699,8699,Primary,1,2017-01-02T00:00:00Z
8701,8700,8700,Primary,1,2017-01-02T00:00:00Z
8702,8701,8701,Primary,1,2017-01-02T00:00:00Z
8703,8702,8702,Primary,1,2017-01-02T00:00:00Z
8704,8703,8703,Primary,1,2017-01-02T00:00:00Z
8705,8704,8704,Primary,1,2017-01-02T00:00:00Z
8706,8705,8705,Primary,1,2017-01-02T00:00:00Z
8707,8706,8706,Primary,1,2017-01-02T00:00:00Z
8708,8707,8707,Primary,1,2017-01-02T00:00:00Z
8709,8708,8708,Primary,1,2017-01-02T00:00:00Z
8710,8709,8709,Primary,1,2017-01-02T00:00:00Z
8711,8710,8710,Primary,1,2017-01-02T00:00:00Z
8712,8711,8711,Primary,1,2017-01-02T00:00:00Z
8713,8712,8712,Primary,1,2017-01-02T00:00:00Z
8714,8713,8713,Primary,1,2017-01-02T00:00:00Z
8715,8714,8714,Primary,1,2017-01-02T00:00:00Z
8716,8715,8715,Primary,1,2017-01-02T00:00:00Z
8717,8716,8716,Primary,1,2017-01-02T00:00:00Z
8718,8717,8717,Primary,1,2017-01-02T00:00:00Z
8719,8718,8718,Primary,1,2017-01-02T00:00:00Z
8720,8719,8719,Primary,1,2017-01-02T00:00:00Z
8721,8720,8720,Primary,1,2017-01-02T00:00:00Z
8722,8721,8721,Primary,1,2017-01-02T00:00:00Z
8723,8722,8722,Primary,1,2017-01-02T00:00:00Z
8724,8723,8723,Primary,1,2017-01-02T00:00:00Z
8725,8724,8724,Primary,1,2017-01-02T00:00:00Z
8726,8725,8725,Primary,1,2017-01-02T00:00:00Z
8727,8726,8726,Primary,1,2017-01-02T00:00:00Z
8728,8727,8727,Primary,1,2017-01-02T00:00:00Z
8729,8728,8728,Primary,1,2017-01-02T00:00:00Z
8730,8729,8729,Primary,1,2017-01-02T00:00:00Z
8731,8730,8730,Primary,1,2017-01-02T00:00:00Z
8732,8731,8731,Primary,1,2017-01-02T00:00:00Z
8733,8732,8732,Primary,1,2017-01-02T00:00:00Z
8734,8733,8733,Primary,1,2017-01-02T00:00:00Z
8735,8734,8734,Primary,1,2017-01-02T00:00:00Z
8736,8735,8735,Primary,1,2017-01-02T00:00:00Z
8737,8736,8736,Primary,1,2017-01-02T00:00:00Z
8738,8737,8737,Primary,1,2017-01-02T00:00:00Z
8739,8738,8738,Primary,1,2017-01-02T00:00:00Z
8740,8739,8739,Primary,1,2017-01-02T00:00:00Z
8741,8740,8740,Primary,1,2017-01-02T00:00:00Z
8742,8741,8741,Primary,1,2017-01-02T00:00:00Z
8743,8742,8742,Primary,1,2017-01-02T00:00:00Z
8744,8743,8743,Primary,1,2017-01-02T00:00:00Z
8745,8744,8744,Primary,1,2017-01-02T00:00:00Z
8746,8745,8745,Primary,1,2017-01-02T00:00:00Z
8747,8746,8746,Primary,1,2017-01-02T00:00:00Z
8748,8747,8747,Primary,1,2017-01-02T00:00:00Z
8749,8748,8748,Primary,1,2017-01-02T00:00:00Z
8750,8749,8749,Primary,1,2017-01-02T00:00:00Z
8751,8750,8750,Primary,1,2017-01-02T00:00:00Z
8752,8751,8751,Primary,1,2017-01-02T00:00:00Z
8753,8752,8752,Primary,1,2017-01-02T00:00:00Z
8754,8753,8753,Primary,1,2017-01-02T00:00:00Z
8755,8754,8754,Primary,1,2017-01-02T00:00:00Z
8756,8755,8755,Primary,1,2017-01-02T00:00:00Z
8757,8756,8756,Primary,1,2017-01-02T00:00:00Z
8758,8757,8757,Primary,1,2017-01-02T00:00:00Z
8759,8758,8758,Primary,1,2017-01-02T00:00:00Z
8760,8759,8759,Primary,1,2017-01-02T00:00:00Z
8761,8760,8760,Primary,1,2017-01-02T00:00:00Z
8762,8761,8761,Primary,1,2017-01-02T00:00:00Z
8763,8762,8762,Primary,1,2017-01-02T00:00:00Z
8764,8763,8763,Primary,1,2017-01-02T00:00:00Z
8765,8764,8764,Primary,1,2017-01-02T00:00:00Z
8766,8765,8765,Primary,1,2017-01-02T00:00:00Z
8767,8766,8766,Primary,1,2017-01-02T00:00:00Z
8768,8767,8767,Primary,1,2017-01-02T00:00:00Z
8769,8768,8768,Primary,1,2017-01-02T00:00:00Z
8770,8769,8769,Primary,1,2017-01-02T00:00:00Z
8771,8770,8770,Primary,1,2017-01-02T00:00:00Z
8772,8771,8771,Primary,1,2017-01-02T00:00:00Z
8773,8772,8772,Primary,1,2017-01-02T00:00:00Z
8774,8773,8773,Primary,1,2017-01-02T00:00:00Z
8775,8774,8774,Primary,1,2017-01-02T00:00:00Z
8776,8775,8775,Primary,1,2017-01-02T00:00:00Z
8777,8776,8776,Primary,1,2017-01-02T00:00:00Z
8778,8777,8777,Primary,1,2017-01-02T00:00:00Z
8779,8778,8778,Primary,1,2017-01-02T00:00:00Z
8780,8779,8779,Primary,1,2017-01-02T00:00:00Z
8781,8780,8780,Primary,1,2017-01-02T00:00:00Z
8782,8781,8781,Primary,1,2017-01-02T00:00:00Z
8783,8782,8782,Primary,1,2017-01-02T00:00:00Z
8784,8783,8783,Primary,1,2017-01-02T00:00:00Z
8785,8784,8784,Primary,1,2017-01-02T00:00:00Z
8786,8785,8785,Primary,1,2017-01-02T00:00:00Z
8787,8786,8786,Primary,1,2017-01-02T00:00:00Z
8788,8787,8787,Primary,1,2017-01-02T00:00:00Z
8789,8788,8788,Primary,1,2017-01-02T00:00:00Z
8790,8789,8789,Primary,1,2017-01-02T00:00:00Z
8791,8790,8790,Primary,1,2017-01-02T00:00:00Z
8792,8791,8791,Primary,1,2017-01-02T00:00:00Z
8793,8792,8792,Primary,1,2017-01-02T00:00:00Z
8794,8793,8793,Primary,1,2017-01-02T00:00:00Z
8795,8794,8794,Primary,1,2017-01-02T00:00:00Z
8796,8795,8795,Primary,1,2017-01-02T00:00:00Z
8797,8796,8796,Primary,1,2017-01-02T00:00:00Z
8798,8797,8797,Primary,1,2017-01-02T00:00:00Z
8799,8798,8798,Primary,1,2017-01-02T00:00:00Z
8800,8799,8799,Primary,1,2017-01-02T00:00:00Z
8801,8800,8800,Primary,1,2017-01-02T00:00:00Z
8802,8801,8801,Primary,1,2017-01-02T00:00:00Z
8803,8802,8802,Primary,1,2017-01-02T00:00:00Z
8804,8803,8803,Primary,1,2017-01-02T00:00:00Z
8805,8804,8804,Primary,1,2017-01-02T00:00:00Z
8806,8805,8805,Primary,1,2017-01-02T00:00:00Z
8807,8806,8806,Primary,1,2017-01-02T00:00:00Z
8808,8807,8807,Primary,1,2017-01-02T00:00:00Z
8809,8808,8808,Primary,1,2017-01-02T00:00:00Z
8810,8809,8809,Primary,1,2017-01-02T00:00:00Z
8811,8810,8810,Primary,1,2017-01-02T00:00:00Z
8812,8811,8811,Primary,1,2017-01-02T00:00:00Z
8813,8812,8812,Primary,1,2017-01-02T00:00:00Z
8814,8813,8813,Primary,1,2017-01-02T00:00:00Z
8815,8814,8814,Primary,1,2017-01-02T00:00:00Z
8816,8815,8815,Primary,1,2017-01-02T00:00:00Z
8817,8816,8816,Primary,1,2017-01-02T00:00:00Z
8818,8817,8817,Primary,1,2017-01-02T00:00:00Z
8819,8818,8818,Primary,1,2017-01-02T00:00:00Z
8820,8819,8819,Primary,1,2017-01-02T00:00:00Z
8821,8820,8820,Primary,1,2017-01-02T00:00:00Z
8822,8821,8821,Primary,1,2017-01-02T00:00:00Z
8823,8822,8822,Primary,1,2017-01-02T00:00:00Z
8824,8823,8823,Primary,1,2017-01-02T00:00:00Z
8825,8824,8824,Primary,1,2017-01-02T00:00:00Z
8826,8825,8825,Primary,1,2017-01-02T00:00:00Z
8827,8826,8826,Primary,1,2017-01-02T00:00:00Z
8828,8827,8827,Primary,1,2017-01-02T00:00:00Z
8829,8828,8828,Primary,1,2017-01-02T00:00:00Z
8830,8829,8829,Primary,1,2017-01-02T00:00:00Z
8831,8830,8830,Primary,1,2017-01-02T00:00:00Z
8832,8831,8831,Primary,1,2017-01-02T00:00:00Z
8833,8832,8832,Primary,1,2017-01-02T00:00:00Z
8834,8833,8833,Primary,1,2017-01-02T00:00:00Z
8835,8834,8834,Primary,1,2017-01-02T00:00:00Z
8836,8835,8835,Primary,1,2017-01-02T00:00:00Z
8837,8836,8836,Primary,1,2017-01-02T00:00:00Z
8838,8837,8837,Primary,1,2017-01-02T00:00:00Z
8839,8838,8838,Primary,1,2017-01-02T00:00:00Z
8840,8839,8839,Primary,1,2017-01-02T00:00:00Z
8841,8840,8840,Primary,1,2017-01-02T00:00:00Z
8842,8841,8841,Primary,1,2017-01-02T00:00:00Z
8843,8842,8842,Primary,1,2017-01-02T00:00:00Z
8844,8843,8843,Primary,1,2017-01-02T00:00:00Z
8845,8844,8844,Primary,1,2017-01-02T00:00:00Z
8846,8845,8845,Primary,1,2017-01-02T00:00:00Z
8847,8846,8846,Primary,1,2017-01-02T00:00:00Z
8848,8847,8847,Primary,1,2017-01-02T00:00:00Z
8849,8848,8848,Primary,1,2017-01-02T00:00:00Z
8850,8849,8849,Primary,1,2017-01-02T00:00:00Z
8851,8850,8850,Primary,1,2017-01-02T00:00:00Z
8852,8851,8851,Primary,1,2017-01-02T00:00:00Z
8853,8852,8852,Primary,1,2017-01-02T00:00:00Z
8854,8853,8853,Primary,1,2017-01-02T00:00:00Z
8855,8854,8854,Primary,1,2017-01-02T00:00:00Z
8856,8855,8855,Primary,1,2017-01-02T00:00:00Z
8857,8856,8856,Primary,1,2017-01-02T00:00:00Z
8858,8857,8857,Primary,1,2017-01-02T00:00:00Z
8859,8858,8858,Primary,1,2017-01-02T00:00:00Z
8860,8859,8859,Primary,1,2017-01-02T00:00:00Z
8861,8860,8860,Primary,1,2017-01-02T00:00:00Z
8862,8861,8861,Primary,1,2017-01-02T00:00:00Z
8863,8862,8862,Primary,1,2017-01-02T00:00:00Z
8864,8863,8863,Primary,1,2017-01-02T00:00:00Z
8865,8864,8864,Primary,1,2017-01-02T00:00:00Z
8866,8865,8865,Primary,1,2017-01-02T00:00:00Z
8867,8866,8866,Primary,1,2017-01-02T00:00:00Z
8868,8867,8867,Primary,1,2017-01-02T00:00:00Z
8869,8868,8868,Primary,1,2017-01-02T00:00:00Z
8870,8869,8869,Primary,1,2017-01-02T00:00:00Z
8871,8870,8870,Primary,1,2017-01-02T00:00:00Z
8872,8871,8871,Primary,1,2017-01-02T00:00:00Z
8873,8872,8872,Primary,1,2017-01-02T00:00:00Z
8874,8873,8873,Primary,1,2017-01-02T00:00:00Z
8875,8874,8874,Primary,1,2017-01-02T00:00:00Z
8876,8875,8875,Primary,1,2017-01-02T00:00:00Z
8877,8876,8876,Primary,1,2017-01-02T00:00:00Z
8878,8877,8877,Primary,1,2017-01-02T00:00:00Z
8879,8878,8878,Primary,1,2017-01-02T00:00:00Z
8880,8879,8879,Primary,1,2017-01-02T00:00:00Z
8881,8880,8880,Primary,1,2017-01-02T00:00:00Z
8882,8881,8881,Primary,1,2017-01-02T00:00:00Z
8883,8882,8882,Primary,1,2017-01-02T00:00:00Z
8884,8883,8883,Primary,1,2017-01-02T00:00:00Z
8885,8884,8884,Primary,1,2017-01-02T00:00:00Z
8886,8885,8885,Primary,1,2017-01-02T00:00:00Z
8887,8886,8886,Primary,1,2017-01-02T00:00:00Z
8888,8887,8887,Primary,1,2017-01-02T00:00:00Z
8889,8888,8888,Primary,1,2017-01-02T00:00:00Z
8890,8889,8889,Primary,1,2017-01-02T00:00:00Z
8891,8890,8890,Primary,1,2017-01-02T00:00:00Z
8892,8891,8891,Primary,1,2017-01-02T00:00:00Z
8893,8892,8892,Primary,1,2017-01-02T00:00:00Z
8894,8893,8893,Primary,1,2017-01-02T00:00:00Z
8895,8894,8894,Primary,1,2017-01-02T00:00:00Z
8896,8895,8895,Primary,1,2017-01-02T00:00:00Z
8897,8896,8896,Primary,1,2017-01-02T00:00:00Z
8898,8897,8897,Primary,1,2017-01-02T00:00:00Z
8899,8898,8898,Primary,1,2017-01-02T00:00:00Z
8900,8899,8899,Primary,1,2017-01-02T00:00:00Z
8901,8900,8900,Primary,1,2017-01-02T00:00:00Z
8902,8901,8901,Primary,1,2017-01-02T00:00:00Z
8903,8902,8902,Primary,1,2017-01-02T00:00:00Z
8904,8903,8903,Primary,1,2017-01-02T00:00:00Z
8905,8904,8904,Primary,1,2017-01-02T00:00:00Z
8906,8905,8905,Primary,1,2017-01-02T00:00:00Z
8907,8906,8906,Primary,1,2017-01-02T00:00:00Z
8908,8907,8907,Primary,1,2017-01-02T00:00:00Z
8909,8908,8908,Primary,1,2017-01-02T00:00:00Z
8910,8909,8909,Primary,1,2017-01-02T00:00:00Z
8911,8910,8910,Primary,1,2017-01-02T00:00:00Z
8912,8911,8911,Primary,1,2017-01-02T00:00:00Z
8913,8912,8912,Primary,1,2017-01-02T00:00:00Z
8914,8913,8913,Primary,1,2017-01-02T00:00:00Z
8915,8914,8914,Primary,1,2017-01-02T00:00:00Z
8916,8915,8915,Primary,1,2017-01-02T00:00:00Z
8917,8916,8916,Primary,1,2017-01-02T00:00:00Z
8918,8917,8917,Primary,1,2017-01-02T00:00:00Z
8919,8918,8918,Primary,1,2017-01-02T00:00:00Z
8920,8919,8919,Primary,1,2017-01-02T00:00:00Z
8921,8920,8920,Primary,1,2017-01-02T00:00:00Z
8922,8921,8921,Primary,1,2017-01-02T00:00:00Z
8923,8922,8922,Primary,1,2017-01-02T00:00:00Z
8924,8923,8923,Primary,1,2017-01-02T00:00:00Z
8925,8924,8924,Primary,1,2017-01-02T00:00:00Z
8926,8925,8925,Primary,1,2017-01-02T00:00:00Z
8927,8926,8926,Primary,1,2017-01-02T00:00:00Z
8928,8927,8927,Primary,1,2017-01-02T00:00:00Z
8929,8928,8928,Primary,1,2017-01-02T00:00:00Z
8930,8929,8929,Primary,1,2017-01-02T00:00:00Z
8931,8930,8930,Primary,1,2017-01-02T00:00:00Z
8932,8931,8931,Primary,1,2017-01-02T00:00:00Z
8933,8932,8932,Primary,1,2017-01-02T00:00:00Z
8934,8933,8933,Primary,1,2017-01-02T00:00:00Z
8935,8934,8934,Primary,1,2017-01-02T00:00:00Z
8936,8935,8935,Primary,1,2017-01-02T00:00:00Z
8937,8936,8936,Primary,1,2017-01-02T00:00:00Z
8938,8937,8937,Primary,1,2017-01-02T00:00:00Z
8939,8938,8938,Primary,1,2017-01-02T00:00:00Z
8940,8939,8939,Primary,1,2017-01-02T00:00:00Z
8941,8940,8940,Primary,1,2017-01-02T00:00:00Z
8942,8941,8941,Primary,1,2017-01-02T00:00:00Z
8943,8942,8942,Primary,1,2017-01-02T00:00:00Z
8944,8943,8943,Primary,1,2017-01-02T00:00:00Z
8945,8944,8944,Primary,1,2017-01-02T00:00:00Z
8946,8945,8945,Primary,1,2017-01-02T00:00:00Z
8947,8946,8946,Primary,1,2017-01-02T00:00:00Z
8948,8947,8947,Primary,1,2017-01-02T00:00:00Z
8949,8948,8948,Primary,1,2017-01-02T00:00:00Z
8950,8949,8949,Primary,1,2017-01-02T00:00:00Z
8951,8950,8950,Primary,1,2017-01-02T00:00:00Z
8952,8951,8951,Primary,1,2017-01-02T00:00:00Z
8953,8952,8952,Primary,1,2017-01-02T00:00:00Z
8954,8953,8953,Primary,1,2017-01-02T00:00:00Z
8955,8954,8954,Primary,1,2017-01-02T00:00:00Z
8956,8955,8955,Primary,1,2017-01-02T00:00:00Z
8957,8956,8956,Primary,1,2017-01-02T00:00:00Z
8958,8957,8957,Primary,1,2017-01-02T00:00:00Z
8959,8958,8958,Primary,1,2017-01-02T00:00:00Z
8960,8959,8959,Primary,1,2017-01-02T00:00:00Z
8961,8960,8960,Primary,1,2017-01-02T00:00:00Z
8962,8961,8961,Primary,1,2017-01-02T00:00:00Z
8963,8962,8962,Primary,1,2017-01-02T00:00:00Z
8964,8963,8963,Primary,1,2017-01-02T00:00:00Z
8965,8964,8964,Primary,1,2017-01-02T00:00:00Z
8966,8965,8965,Primary,1,2017-01-02T00:00:00Z
8967,8966,8966,Primary,1,2017-01-02T00:00:00Z
8968,8967,8967,Primary,1,2017-01-02T00:00:00Z
8969,8968,8968,Primary,1,2017-01-02T00:00:00Z
8970,8969,8969,Primary,1,2017-01-02T00:00:00Z
8971,8970,8970,Primary,1,2017-01-02T00:00:00Z
8972,8971,8971,Primary,1,2017-01-02T00:00:00Z
8973,8972,8972,Primary,1,2017-01-02T00:00:00Z
8974,8973,8973,Primary,1,2017-01-02T00:00:00Z
8975,8974,8974,Primary,1,2017-01-02T00:00:00Z
8976,8975,8975,Primary,1,2017-01-02T00:00:00Z
8977,8976,8976,Primary,1,2017-01-02T00:00:00Z
8978,8977,8977,Primary,1,2017-01-02T00:00:00Z
8979,8978,8978,Primary,1,2017-01-02T00:00:00Z
8980,8979,8979,Primary,1,2017-01-02T00:00:00Z
8981,8980,8980,Primary,1,2017-01-02T00:00:00Z
8982,8981,8981,Primary,1,2017-01-02T00:00:00Z
8983,8982,8982,Primary,1,2017-01-02T00:00:00Z
8984,8983,8983,Primary,1,2017-01-02T00:00:00Z
8985,8984,8984,Primary,1,2017-01-02T00:00:00Z
8986,8985,8985,Primary,1,2017-01-02T00:00:00Z
8987,8986,8986,Primary,1,2017-01-02T00:00:00Z
8988,8987,8987,Primary,1,2017-01-02T00:00:00Z
8989,8988,8988,Primary,1,2017-01-02T00:00:00Z
8990,8989,8989,Primary,1,2017-01-02T00:00:00Z
8991,8990,8990,Primary,1,2017-01-02T00:00:00Z
8992,8991,8991,Primary,1,2017-01-02T00:00:00Z
8993,8992,8992,Primary,1,2017-01-02T00:00:00Z
8994,8993,8993,Primary,1,2017-01-02T00:00:00Z
8995,8994,8994,Primary,1,2017-01-02T00:00:00Z
8996,8995,8995,Primary,1,2017-01-02T00:00:00Z
8997,8996,8996,Primary,1,2017-01-02T00:00:00Z
8998,8997,8997,Primary,1,2017-01-02T00:00:00Z
8999,8998,8998,Primary,1,2017-01-02T00:00:00Z
9000,8999,8999,Primary,1,2017-01-02T00:00:00Z
9001,9000,9000,Primary,1,2017-01-02T00:00:00Z
9002,9001,9001,Primary,1,2017-01-02T00:00:00Z
9003,9002,9002,Primary,1,2017-01-02T00:00:00Z
9004,9003,9003,Primary,1,2017-01-02T00:00:00Z
9005,9004,9004,Primary,1,2017-01-02T00:00:00Z
9006,9005,9005,Primary,1,2017-01-02T00:00:00Z
9007,9006,9006,Primary,1,2017-01-02T00:00:00Z
9008,9007,9007,Primary,1,2017-01-02T00:00:00Z
9009,9008,9008,Primary,1,2017-01-02T00:00:00Z
9010,9009,9009,Primary,1,2017-01-02T00:00:00Z
9011,9010,9010,Primary,1,2017-01-02T00:00:00Z
9012,9011,9011,Primary,1,2017-01-02T00:00:00Z
9013,9012,9012,Primary,1,2017-01-02T00:00:00Z
9014,9013,9013,Primary,1,2017-01-02T00:00:00Z
9015,9014,9014,Primary,1,2017-01-02T00:00:00Z
9016,9015,9015,Primary,1,2017-01-02T00:00:00Z
9017,9016,9016,Primary,1,2017-01-02T00:00:00Z
9018,9017,9017,Primary,1,2017-01-02T00:00:00Z
9019,9018,9018,Primary,1,2017-01-02T00:00:00Z
9020,9019,9019,Primary,1,2017-01-02T00:00:00Z
9021,9020,9020,Primary,1,2017-01-02T00:00:00Z
9022,9021,9021,Primary,1,2017-01-02T00:00:00Z
9023,9022,9022,Primary,1,2017-01-02T00:00:00Z
9024,9023,9023,Primary,1,2017-01-02T00:00:00Z
9025,9024,9024,Primary,1,2017-01-02T00:00:00Z
9026,9025,9025,Primary,1,2017-01-02T00:00:00Z
9027,9026,9026,Primary,1,2017-01-02T00:00:00Z
9028,9027,9027,Primary,1,2017-01-02T00:00:00Z
9029,9028,9028,Primary,1,2017-01-02T00:00:00Z
9030,9029,9029,Primary,1,2017-01-02T00:00:00Z
9031,9030,9030,Primary,1,2017-01-02T00:00:00Z
9032,9031,9031,Primary,1,2017-01-02T00:00:00Z
9033,9032,9032,Primary,1,2017-01-02T00:00:00Z
9034,9033,9033,Primary,1,2017-01-02T00:00:00Z
9035,9034,9034,Primary,1,2017-01-02T00:00:00Z
9036,9035,9035,Primary,1,2017-01-02T00:00:00Z
9037,9036,9036,Primary,1,2017-01-02T00:00:00Z
9038,9037,9037,Primary,1,2017-01-02T00:00:00Z
9039,9038,9038,Primary,1,2017-01-02T00:00:00Z
9040,9039,9039,Primary,1,2017-01-02T00:00:00Z
9041,9040,9040,Primary,1,2017-01-02T00:00:00Z
9042,9041,9041,Primary,1,2017-01-02T00:00:00Z
9043,9042,9042,Primary,1,2017-01-02T00:00:00Z
9044,9043,9043,Primary,1,2017-01-02T00:00:00Z
9045,9044,9044,Primary,1,2017-01-02T00:00:00Z
9046,9045,9045,Primary,1,2017-01-02T00:00:00Z
9047,9046,9046,Primary,1,2017-01-02T00:00:00Z
9048,9047,9047,Primary,1,2017-01-02T00:00:00Z
9049,9048,9048,Primary,1,2017-01-02T00:00:00Z
9050,9049,9049,Primary,1,2017-01-02T00:00:00Z
9051,9050,9050,Primary,1,2017-01-02T00:00:00Z
9052,9051,9051,Primary,1,2017-01-02T00:00:00Z
9053,9052,9052,Primary,1,2017-01-02T00:00:00Z
9054,9053,9053,Primary,1,2017-01-02T00:00:00Z
9055,9054,9054,Primary,1,2017-01-02T00:00:00Z
9056,9055,9055,Primary,1,2017-01-02T00:00:00Z
9057,9056,9056,Primary,1,2017-01-02T00:00:00Z
9058,9057,9057,Primary,1,2017-01-02T00:00:00Z
9059,9058,9058,Primary,1,2017-01-02T00:00:00Z
9060,9059,9059,Primary,1,2017-01-02T00:00:00Z
9061,9060,9060,Primary,1,2017-01-02T00:00:00Z
9062,9061,9061,Primary,1,2017-01-02T00:00:00Z
9063,9062,9062,Primary,1,2017-01-02T00:00:00Z
9064,9063,9063,Primary,1,2017-01-02T00:00:00Z
9065,9064,9064,Primary,1,2017-01-02T00:00:00Z
9066,9065,9065,Primary,1,2017-01-02T00:00:00Z
9067,9066,9066,Primary,1,2017-01-02T00:00:00Z
9068,9067,9067,Primary,1,2017-01-02T00:00:00Z
9069,9068,9068,Primary,1,2017-01-02T00:00:00Z
9070,9069,9069,Primary,1,2017-01-02T00:00:00Z
9071,9070,9070,Primary,1,2017-01-02T00:00:00Z
9072,9071,9071,Primary,1,2017-01-02T00:00:00Z
9073,9072,9072,Primary,1,2017-01-02T00:00:00Z
9074,9073,9073,Primary,1,2017-01-02T00:00:00Z
9075,9074,9074,Primary,1,2017-01-02T00:00:00Z
9076,9075,9075,Primary,1,2017-01-02T00:00:00Z
9077,9076,9076,Primary,1,2017-01-02T00:00:00Z
9078,9077,9077,Primary,1,2017-01-02T00:00:00Z
9079,9078,9078,Primary,1,2017-01-02T00:00:00Z
9080,9079,9079,Primary,1,2017-01-02T00:00:00Z
9081,9080,9080,Primary,1,2017-01-02T00:00:00Z
9082,9081,9081,Primary,1,2017-01-02T00:00:00Z
9083,9082,9082,Primary,1,2017-01-02T00:00:00Z
9084,9083,9083,Primary,1,2017-01-02T00:00:00Z
9085,9084,9084,Primary,1,2017-01-02T00:00:00Z
9086,9085,9085,Primary,1,2017-01-02T00:00:00Z
9087,9086,9086,Primary,1,2017-01-02T00:00:00Z
9088,9087,9087,Primary,1,2017-01-02T00:00:00Z
9089,9088,9088,Primary,1,2017-01-02T00:00:00Z
9090,9089,9089,Primary,1,2017-01-02T00:00:00Z
9091,9090,9090,Primary,1,2017-01-02T00:00:00Z
9092,9091,9091,Primary,1,2017-01-02T00:00:00Z
9093,9092,9092,Primary,1,2017-01-02T00:00:00Z
9094,9093,9093,Primary,1,2017-01-02T00:00:00Z
9095,9094,9094,Primary,1,2017-01-02T00:00:00Z
9096,9095,9095,Primary,1,2017-01-02T00:00:00Z
9097,9096,9096,Primary,1,2017-01-02T00:00:00Z
9098,9097,9097,Primary,1,2017-01-02T00:00:00Z
9099,9098,9098,Primary,1,2017-01-02T00:00:00Z
9100,9099,9099,Primary,1,2017-01-02T00:00:00Z
9101,9100,9100,Primary,1,2017-01-02T00:00:00Z
9102,9101,9101,Primary,1,2017-01-02T00:00:00Z
9103,9102,9102,Primary,1,2017-01-02T00:00:00Z
9104,9103,9103,Primary,1,2017-01-02T00:00:00Z
9105,9104,9104,Primary,1,2017-01-02T00:00:00Z
9106,9105,9105,Primary,1,2017-01-02T00:00:00Z
9107,9106,9106,Primary,1,2017-01-02T00:00:00Z
9108,9107,9107,Primary,1,2017-01-02T00:00:00Z
9109,9108,9108,Primary,1,2017-01-02T00:00:00Z
9110,9109,9109,Primary,1,2017-01-02T00:00:00Z
9111,9110,9110,Primary,1,2017-01-02T00:00:00Z
9112,9111,9111,Primary,1,2017-01-02T00:00:00Z
9113,9112,9112,Primary,1,2017-01-02T00:00:00Z
9114,9113,9113,Primary,1,2017-01-02T00:00:00Z
9115,9114,9114,Primary,1,2017-01-02T00:00:00Z
9116,9115,9115,Primary,1,2017-01-02T00:00:00Z
9117,9116,9116,Primary,1,2017-01-02T00:00:00Z
9118,9117,9117,Primary,1,2017-01-02T00:00:00Z
9119,9118,9118,Primary,1,2017-01-02T00:00:00Z
9120,9119,9119,Primary,1,2017-01-02T00:00:00Z
9121,9120,9120,Primary,1,2017-01-02T00:00:00Z
9122,9121,9121,Primary,1,2017-01-02T00:00:00Z
9123,9122,9122,Primary,1,2017-01-02T00:00:00Z
9124,9123,9123,Primary,1,2017-01-02T00:00:00Z
9125,9124,9124,Primary,1,2017-01-02T00:00:00Z
9126,9125,9125,Primary,1,2017-01-02T00:00:00Z
9127,9126,9126,Primary,1,2017-01-02T00:00:00Z
9128,9127,9127,Primary,1,2017-01-02T00:00:00Z
9129,9128,9128,Primary,1,2017-01-02T00:00:00Z
9130,9129,9129,Primary,1,2017-01-02T00:00:00Z
9131,9130,9130,Primary,1,2017-01-02T00:00:00Z
9132,9131,9131,Primary,1,2017-01-02T00:00:00Z
9133,9132,9132,Primary,1,2017-01-02T00:00:00Z
9134,9133,9133,Primary,1,2017-01-02T00:00:00Z
9135,9134,9134,Primary,1,2017-01-02T00:00:00Z
9136,9135,9135,Primary,1,2017-01-02T00:00:00Z
9137,9136,9136,Primary,1,2017-01-02T00:00:00Z
9138,9137,9137,Primary,1,2017-01-02T00:00:00Z
9139,9138,9138,Primary,1,2017-01-02T00:00:00Z
9140,9139,9139,Primary,1,2017-01-02T00:00:00Z
9141,9140,9140,Primary,1,2017-01-02T00:00:00Z
9142,9141,9141,Primary,1,2017-01-02T00:00:00Z
9143,9142,9142,Primary,1,2017-01-02T00:00:00Z
9144,9143,9143,Primary,1,2017-01-02T00:00:00Z
9145,9144,9144,Primary,1,2017-01-02T00:00:00Z
9146,9145,9145,Primary,1,2017-01-02T00:00:00Z
9147,9146,9146,Primary,1,2017-01-02T00:00:00Z
9148,9147,9147,Primary,1,2017-01-02T00:00:00Z
9149,9148,9148,Primary,1,2017-01-02T00:00:00Z
9150,9149,9149,Primary,1,2017-01-02T00:00:00Z
9151,9150,9150,Primary,1,2017-01-02T00:00:00Z
9152,9151,9151,Primary,1,2017-01-02T00:00:00Z
9153,9152,9152,Primary,1,2017-01-02T00:00:00Z
9154,9153,9153,Primary,1,2017-01-02T00:00:00Z
9155,9154,9154,Primary,1,2017-01-02T00:00:00Z
